# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_protein_protein_contact	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PLEKHO1	ENSG00000023902	ENST00000369124	protein_coding	0	2	2	56	1	0	0	0	0	0	0	18	0	0	24	2	0	0	0	0	0	0	1	0	0	0	0	0	1	14
PLEKHO1	ENSG00000023902	ENST00000369126	protein_coding	0	2	2	58	0	1	3	0	0	0	0	18	0	0	25	2	0	0	0	0	0	0	1	0	0	0	0	0	0	13
PLEKHO1	ENSG00000023902	ENST00000441340	protein_coding	0	1	2	38	0	0	0	0	0	0	0	17	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	1	12
PLEKHO1	ENSG00000023902	ENST00000466659	retained_intron	0	0	0	49	0	0	0	0	0	0	0	18	0	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	13
PLEKHO1	ENSG00000023902	ENST00000477309	processed_transcript	0	0	0	39	0	0	0	0	0	0	0	23	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
PLEKHO1	ENSG00000023902	ENST00000479194	processed_transcript	0	0	0	57	0	0	0	0	0	0	0	19	0	0	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13
PLEKHO1	ENSG00000023902	ENST00000485470	processed_transcript	0	0	0	40	0	0	0	0	0	0	0	18	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12
PLEKHO1	ENSG00000023902	ENST00000492304	processed_transcript	0	0	0	33	0	0	0	0	0	0	0	13	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
PLEKHO1	ENSG00000023902	ENST00000502767	processed_transcript	0	0	0	56	0	0	0	0	0	0	0	21	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17
PLK3	ENSG00000173846	ENST00000372201	protein_coding	0	4	0	54	0	0	1	0	0	0	0	23	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	3	17
PLK3	ENSG00000173846	ENST00000461358	processed_transcript	0	0	0	39	0	0	0	0	0	0	0	21	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15
PLK3	ENSG00000173846	ENST00000461769	processed_transcript	0	0	0	39	0	0	0	0	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
PLK3	ENSG00000173846	ENST00000465443	processed_transcript	0	1	0	57	0	0	0	0	0	0	0	23	0	0	14	0	3	0	0	0	0	0	1	0	0	0	0	0	0	18
PLK3	ENSG00000173846	ENST00000476731	processed_transcript	0	0	0	43	0	0	0	0	0	0	0	20	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
PLK3	ENSG00000173846	ENST00000492398	processed_transcript	0	0	0	45	0	0	0	0	0	0	0	23	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15
PLK3	ENSG00000173846	ENST00000493100	processed_transcript	0	0	0	39	0	0	0	0	0	0	0	21	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	14
PLOD1	ENSG00000083444	ENST00000196061	protein_coding	0	5	6	176	0	0	0	0	0	0	0	15	0	0	150	6	0	0	0	1	0	0	0	0	0	0	0	0	4	11
PLOD1	ENSG00000083444	ENST00000358133	processed_transcript	0	0	0	122	0	0	0	0	0	0	0	14	0	0	92	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11
PLOD1	ENSG00000083444	ENST00000376369	protein_coding	0	5	7	171	0	0	0	0	0	0	0	12	0	0	148	7	0	0	0	0	0	0	0	0	0	0	0	0	5	11
PLOD1	ENSG00000083444	ENST00000429000	protein_coding	0	1	4	126	0	0	0	0	0	0	0	15	0	0	100	4	0	0	0	0	0	0	0	0	0	0	0	0	1	11
PLOD1	ENSG00000083444	ENST00000449038	protein_coding	0	2	4	110	0	0	0	0	0	0	0	22	0	0	77	4	0	0	0	0	0	0	0	0	0	0	0	0	2	11
PLOD1	ENSG00000083444	ENST00000465920	retained_intron	0	0	0	59	0	0	0	0	0	0	0	16	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32
PLOD1	ENSG00000083444	ENST00000470133	retained_intron	0	0	0	34	0	0	0	0	0	0	0	9	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
PLOD1	ENSG00000083444	ENST00000481933	retained_intron	0	0	0	39	0	0	0	0	0	0	0	15	0	0	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	10
PLOD1	ENSG00000083444	ENST00000485046	processed_transcript	0	0	0	134	0	0	0	0	0	0	0	16	0	0	103	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10
PLOD1	ENSG00000083444	ENST00000491536	processed_transcript	0	0	0	64	0	0	0	0	0	0	0	15	0	0	30	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
PLXNA2	ENSG00000076356	ENST00000367033	protein_coding	0	8	14	787	18	0	2	0	0	0	0	6	0	0	745	14	0	0	0	0	0	0	2	0	0	0	0	0	8	16
PLXNA2	ENSG00000076356	ENST00000460870	processed_transcript	0	0	0	55	0	0	0	0	0	0	0	17	0	0	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	18
PLXNA2	ENSG00000076356	ENST00000463510	processed_transcript	0	0	0	44	0	0	0	0	0	0	0	25	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
PLXNA2	ENSG00000076356	ENST00000480053	processed_transcript	0	0	0	26	0	0	0	0	0	0	0	7	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16
PLXNA2	ENSG00000076356	ENST00000483048	processed_transcript	0	0	0	38	0	0	0	0	0	0	0	17	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	16
PLXNA2	ENSG00000076356	ENST00000486969	processed_transcript	0	0	0	80	0	0	0	0	0	0	0	6	0	0	54	0	4	0	0	0	0	0	0	0	0	0	0	0	0	16
PM20D1	ENSG00000162877	ENST00000367136	protein_coding	0	3	10	87	1	0	0	0	0	0	0	16	0	0	49	10	0	0	0	0	0	0	1	0	0	0	0	0	3	21
PM20D1	ENSG00000162877	ENST00000460624	processed_transcript	0	1	0	100	0	0	0	0	0	0	0	16	0	0	49	0	14	0	0	0	0	0	1	0	0	0	0	0	0	22
PM20D1	ENSG00000162877	ENST00000461807	processed_transcript	0	0	0	62	0	0	0	0	0	0	0	16	0	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19
PM20D1	ENSG00000162877	ENST00000469861	processed_transcript	0	0	0	30	0	0	0	0	0	0	0	16	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
PMF1	ENSG00000160783	ENST00000368273	protein_coding	0	1	3	103	0	0	0	0	0	0	0	13	0	0	83	3	0	0	0	0	0	0	0	0	0	0	0	0	1	7
PMF1	ENSG00000160783	ENST00000368277	protein_coding	0	1	3	104	1	0	0	0	0	0	0	13	0	0	83	3	0	0	0	0	0	0	0	0	0	0	0	0	1	7
PMF1	ENSG00000160783	ENST00000368279	protein_coding	0	2	1	106	1	0	0	0	0	0	0	13	0	0	84	1	0	0	0	0	0	0	0	0	0	0	0	0	2	8
PMF1	ENSG00000160783	ENST00000466489	nonsense_mediated_decay	0	0	0	94	0	0	0	0	0	0	0	16	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PMF1	ENSG00000160783	ENST00000497069	nonsense_mediated_decay	0	0	0	104	4	0	0	0	0	0	0	10	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PMF1	ENSG00000160783	ENST00000565805	protein_coding	0	0	0	112	0	0	0	0	0	0	0	11	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PMF1	ENSG00000160783	ENST00000567140	protein_coding	0	2	1	109	0	0	0	0	0	0	0	11	0	0	91	1	0	0	0	0	0	0	0	0	0	0	0	0	2	7
PMF1	ENSG00000160783	ENST00000606952	retained_intron	0	0	0	101	0	0	0	0	0	0	0	10	0	0	78	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7
PMF1-BGLAP	ENSG00000260238	ENST00000320139	protein_coding	0	0	0	112	1	0	0	0	0	0	0	10	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PMF1-BGLAP	ENSG00000260238	ENST00000368276	protein_coding	0	2	1	109	1	0	0	0	0	0	0	10	0	0	91	1	0	0	0	0	0	0	0	0	0	0	0	0	2	7
PMF1-BGLAP	ENSG00000260238	ENST00000490491	protein_coding	0	1	3	110	1	0	0	0	0	0	0	11	0	0	90	3	0	0	0	0	0	0	0	0	0	0	0	0	1	8
PMVK	ENSG00000163344	ENST00000368467	protein_coding	1	1	2	53	0	0	2	0	0	0	0	10	0	0	25	2	0	0	0	0	0	0	0	0	0	0	0	1	1	16
PNRC2	ENSG00000189266	ENST00000334351	protein_coding	0	0	0	5	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC2	ENSG00000189266	ENST00000374468	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC2	ENSG00000189266	ENST00000471915	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC2	ENSG00000189266	ENST00000579103	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PODN	ENSG00000174348	ENST00000312553	protein_coding	0	7	10	165	5	0	0	0	0	0	0	24	0	0	113	10	0	0	0	0	0	0	1	0	0	0	0	0	6	23
PODN	ENSG00000174348	ENST00000371500	protein_coding	0	6	10	166	5	0	2	0	0	0	0	24	0	0	112	10	0	0	0	0	0	0	1	0	0	0	0	0	5	23
PODN	ENSG00000174348	ENST00000395871	protein_coding	0	6	9	167	5	0	0	0	0	0	0	24	0	0	115	9	0	0	0	0	0	0	1	0	0	0	0	0	5	23
PODN	ENSG00000174348	ENST00000471210	processed_transcript	0	0	0	76	0	0	0	0	0	0	0	14	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	51
PODN	ENSG00000174348	ENST00000471285	processed_transcript	0	0	0	54	0	0	0	0	0	0	0	22	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	13
PODN	ENSG00000174348	ENST00000490650	processed_transcript	0	0	0	54	0	0	0	0	0	0	0	21	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14
POGK	ENSG00000143157	ENST00000367875	protein_coding	0	1	3	65	15	0	1	0	0	0	0	23	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	1	13
POGK	ENSG00000143157	ENST00000367876	protein_coding	0	2	3	76	12	0	0	0	0	0	0	24	0	0	27	3	0	0	0	1	0	0	0	0	0	0	0	0	1	13
POGK	ENSG00000143157	ENST00000449930	protein_coding	0	0	3	46	0	0	1	0	0	0	0	16	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	13
POGK	ENSG00000143157	ENST00000536514	protein_coding	0	1	2	52	0	0	1	0	0	0	0	21	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	1	13
POGK	ENSG00000143157	ENST00000537173	protein_coding	0	1	2	63	2	0	1	0	0	0	0	20	0	0	27	2	0	0	0	0	0	0	0	0	0	0	0	0	1	13
POGZ	ENSG00000143442	ENST00000271715	protein_coding	0	26	26	128	2	0	2	0	0	0	0	10	0	0	110	1	0	0	0	50	0	0	0	0	0	0	0	0	1	4
POGZ	ENSG00000143442	ENST00000358476	retained_intron	0	0	0	130	0	0	0	0	0	0	0	10	0	0	109	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5
POGZ	ENSG00000143442	ENST00000361398	protein_coding	0	1	1	128	2	0	2	0	0	0	0	10	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4
POGZ	ENSG00000143442	ENST00000368863	protein_coding	0	26	26	128	2	0	1	0	0	0	0	10	0	0	110	1	0	0	0	50	0	0	0	0	0	0	0	0	1	5
POGZ	ENSG00000143442	ENST00000392723	protein_coding	0	26	26	88	2	0	0	0	0	0	0	10	0	0	64	1	0	0	0	50	0	0	0	0	0	0	0	0	1	12
POGZ	ENSG00000143442	ENST00000409503	protein_coding	0	26	26	123	0	0	1	0	0	0	0	7	0	0	110	1	0	0	0	50	0	0	0	0	0	0	0	0	1	5
POGZ	ENSG00000143442	ENST00000439756	protein_coding	0	0	0	19	0	0	1	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
POGZ	ENSG00000143442	ENST00000441516	nonsense_mediated_decay	0	0	0	21	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
POGZ	ENSG00000143442	ENST00000450842	protein_coding	0	1	0	72	0	1	1	0	0	0	0	5	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
POGZ	ENSG00000143442	ENST00000467287	retained_intron	0	0	0	77	0	0	0	0	0	0	0	5	0	0	65	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
POGZ	ENSG00000143442	ENST00000476128	retained_intron	0	0	0	59	0	0	0	0	0	0	0	6	0	0	47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
POGZ	ENSG00000143442	ENST00000482678	retained_intron	0	0	0	15	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
POGZ	ENSG00000143442	ENST00000485040	retained_intron	0	0	0	80	0	0	0	0	0	0	0	4	0	0	69	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
POGZ	ENSG00000143442	ENST00000491586	protein_coding	0	26	26	121	0	0	1	0	0	0	0	5	0	0	110	1	0	0	0	50	0	0	0	0	0	0	0	0	1	5
POGZ	ENSG00000143442	ENST00000492528	retained_intron	0	0	0	20	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
POGZ	ENSG00000143442	ENST00000495253	retained_intron	0	0	0	15	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
POGZ	ENSG00000143442	ENST00000497787	retained_intron	0	0	0	20	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
POGZ	ENSG00000143442	ENST00000529669	protein_coding	0	0	0	48	0	0	0	0	0	0	0	7	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
POGZ	ENSG00000143442	ENST00000531094	protein_coding	0	26	26	123	0	0	1	0	0	0	0	7	0	0	110	1	0	0	0	50	0	0	0	0	0	0	0	0	1	5
POGZ	ENSG00000143442	ENST00000533351	protein_coding	0	0	0	76	0	0	1	0	0	0	0	5	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
POGZ	ENSG00000143442	ENST00000533461	protein_coding	0	0	0	72	0	0	0	0	0	0	0	5	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
POGZ	ENSG00000143442	ENST00000540984	protein_coding	0	1	1	121	0	0	1	0	0	0	0	5	0	0	110	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
POGZ	ENSG00000143442	ENST00000594456	protein_coding	0	0	0	14	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
POLR3C	ENSG00000186141	ENST00000334163	protein_coding	5	3	2	55	0	0	0	0	0	0	0	13	0	0	32	2	0	0	0	3	0	0	0	0	0	0	0	5	0	10
POLR3C	ENSG00000186141	ENST00000369294	protein_coding	0	0	2	55	0	0	0	0	0	0	0	13	0	0	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10
POLR3C	ENSG00000186141	ENST00000466003	processed_transcript	0	0	0	38	0	0	0	0	0	0	0	11	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
POLR3C	ENSG00000186141	ENST00000471254	processed_transcript	0	0	0	44	0	0	0	0	0	0	0	12	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
POLR3C	ENSG00000186141	ENST00000479819	processed_transcript	0	0	0	22	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
POLR3C	ENSG00000186141	ENST00000489436	processed_transcript	0	0	0	26	0	0	0	0	0	0	0	8	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
POLR3GL	ENSG00000121851	ENST00000369313	protein_coding	0	0	1	24	0	0	0	0	0	0	0	2	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9
POLR3GL	ENSG00000121851	ENST00000369314	protein_coding	0	0	1	25	0	0	0	0	0	0	0	3	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9
POLR3GL	ENSG00000121851	ENST00000446572	retained_intron	0	0	0	26	0	0	0	0	0	0	0	3	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9
POLR3GL	ENSG00000121851	ENST00000471706	retained_intron	0	0	0	24	0	0	0	0	0	0	0	1	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
POMGNT1	ENSG00000085998	ENST00000371984	protein_coding	0	3	3	41	0	0	0	0	0	0	0	10	0	0	23	3	0	0	0	0	0	0	1	0	0	0	0	0	3	8
POMGNT1	ENSG00000085998	ENST00000371986	protein_coding	0	3	3	41	0	0	0	0	0	0	0	10	0	0	23	3	0	0	0	0	0	0	1	0	0	0	0	0	3	8
POMGNT1	ENSG00000085998	ENST00000371992	protein_coding	0	3	3	94	0	0	1	0	0	0	0	10	0	0	71	3	0	0	0	0	0	0	1	0	0	0	0	0	3	12
POMGNT1	ENSG00000085998	ENST00000396420	protein_coding	0	1	1	98	6	0	1	0	0	0	0	10	0	0	69	1	0	0	0	0	0	0	1	0	0	0	0	0	1	12
POMGNT1	ENSG00000085998	ENST00000463030	processed_transcript	0	0	0	31	0	0	0	0	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	13
POMGNT1	ENSG00000085998	ENST00000475642	processed_transcript	0	0	0	34	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
POMGNT1	ENSG00000085998	ENST00000477114	processed_transcript	0	0	0	32	0	0	0	0	0	0	0	21	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
POMGNT1	ENSG00000085998	ENST00000480972	processed_transcript	0	0	0	32	0	0	0	0	0	0	0	9	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18
POMGNT1	ENSG00000085998	ENST00000485714	processed_transcript	0	0	0	36	0	0	0	0	0	0	0	11	0	0	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	7
POMGNT1	ENSG00000085998	ENST00000489985	processed_transcript	0	1	0	30	0	0	0	0	0	0	0	19	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	8
POMGNT1	ENSG00000085998	ENST00000497439	processed_transcript	0	1	0	34	0	0	0	0	0	0	0	22	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	0	0	8
POMGNT1	ENSG00000085998	ENST00000535522	protein_coding	0	3	3	40	0	0	0	0	0	0	0	10	0	0	23	3	0	0	0	0	0	0	1	0	0	0	0	0	3	7
POU2F1	ENSG00000143190	ENST00000271411	nonsense_mediated_decay	0	0	0	465	30	0	0	0	0	0	0	27	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
POU2F1	ENSG00000143190	ENST00000367862	protein_coding	0	1	1	237	28	0	0	0	0	0	0	27	0	0	176	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6
POU2F1	ENSG00000143190	ENST00000367865	processed_transcript	0	0	0	465	0	0	0	0	0	0	0	27	0	0	397	0	33	0	0	0	0	0	0	0	0	0	0	0	0	8
POU2F1	ENSG00000143190	ENST00000367866	protein_coding	0	1	1	463	28	0	0	0	0	0	0	27	0	0	400	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8
POU2F1	ENSG00000143190	ENST00000420254	protein_coding	0	1	1	420	0	0	0	0	0	0	0	9	0	0	403	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8
POU2F1	ENSG00000143190	ENST00000429375	protein_coding	0	1	1	421	3	0	0	0	0	0	0	10	0	0	400	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8
POU2F1	ENSG00000143190	ENST00000442313	nonsense_mediated_decay	0	0	0	323	1	0	0	0	0	0	0	12	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
POU2F1	ENSG00000143190	ENST00000443275	protein_coding	0	1	0	116	1	0	0	0	0	0	0	9	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
POU2F1	ENSG00000143190	ENST00000452019	protein_coding	0	0	1	370	0	0	0	0	0	0	0	10	0	0	352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8
POU2F1	ENSG00000143190	ENST00000470928	processed_transcript	0	0	0	80	0	0	0	0	0	0	0	13	0	0	58	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
POU2F1	ENSG00000143190	ENST00000490100	retained_intron	0	0	0	31	0	0	0	0	0	0	0	11	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
POU2F1	ENSG00000143190	ENST00000492850	processed_transcript	0	0	0	344	0	0	0	0	0	0	0	9	0	0	326	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
POU2F1	ENSG00000143190	ENST00000541643	protein_coding	0	1	1	421	3	0	0	0	0	0	0	10	0	0	400	1	0	0	0	0	0	0	0	0	0	0	0	0	1	8
POU2F1	ENSG00000143190	ENST00000557874	retained_intron	0	0	0	190	0	0	0	0	0	0	0	14	0	0	168	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
POU2F1	ENSG00000143190	ENST00000557909	processed_transcript	0	0	0	330	0	0	0	0	0	0	0	16	0	0	305	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
POU2F1	ENSG00000143190	ENST00000559038	processed_transcript	0	0	0	310	0	0	0	0	0	0	0	4	0	0	297	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
POU2F1	ENSG00000143190	ENST00000559648	processed_transcript	0	0	0	37	0	0	0	0	0	0	0	11	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
POU2F1	ENSG00000143190	ENST00000560232	nonsense_mediated_decay	0	0	0	371	1	0	0	0	0	0	0	10	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
POU3F1	ENSG00000185668	ENST00000373012	protein_coding	0	0	0	29	2	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
POU5F1P4	ENSG00000237872	ENST00000413175	processed_pseudogene	0	0	0	24	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13
POU5F1P4	ENSG00000237872	ENST00000545402	pseudogene	0	0	0	22	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
PPAP2B	ENSG00000162407	ENST00000371250	protein_coding	0	2	0	327	6	0	0	0	0	0	0	20	0	0	286	0	0	0	0	0	0	0	1	0	0	0	0	0	2	15
PPAP2B	ENSG00000162407	ENST00000459962	processed_transcript	0	0	0	72	0	0	0	0	0	0	0	17	0	0	33	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18
PPAP2B	ENSG00000162407	ENST00000461655	processed_transcript	0	1	0	583	0	0	0	0	0	0	0	22	0	0	536	0	1	0	0	0	0	0	1	0	0	0	0	0	0	25
PPAP2B	ENSG00000162407	ENST00000472957	processed_transcript	0	0	0	85	0	0	0	0	0	0	0	16	0	0	46	0	2	0	0	0	0	0	0	0	0	0	0	0	0	21
PPAP2B	ENSG00000162407	ENST00000476206	processed_transcript	0	0	0	368	0	0	0	0	0	0	0	17	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
PPCS	ENSG00000127125	ENST00000372556	protein_coding	0	0	0	33	1	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
PPCS	ENSG00000127125	ENST00000372560	protein_coding	0	0	0	25	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
PPCS	ENSG00000127125	ENST00000372561	protein_coding	0	0	0	33	1	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
PPCS	ENSG00000127125	ENST00000372562	protein_coding	0	1	0	33	1	1	1	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
PPCS	ENSG00000127125	ENST00000455780	protein_coding	0	0	0	33	1	0	0	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
PPCS	ENSG00000127125	ENST00000469615	processed_transcript	0	0	0	26	0	0	0	0	0	0	0	11	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
PPCS	ENSG00000127125	ENST00000471420	processed_transcript	0	0	0	74	0	0	0	0	0	0	0	16	0	0	45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
PPCS	ENSG00000127125	ENST00000472013	processed_transcript	0	0	0	33	0	0	0	0	0	0	0	11	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
PPCS	ENSG00000127125	ENST00000482168	processed_transcript	0	0	0	32	0	0	0	0	0	0	0	12	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
PPFIA4	ENSG00000143847	ENST00000272198	protein_coding	0	3	1	133	13	0	1	0	0	0	0	2	0	0	107	1	0	0	0	0	0	0	1	0	0	0	0	0	2	11
PPFIA4	ENSG00000143847	ENST00000295706	protein_coding	0	5	1	183	13	1	3	0	0	0	0	2	0	0	151	1	0	0	0	0	0	0	2	0	0	0	0	0	2	15
PPFIA4	ENSG00000143847	ENST00000367240	protein_coding	0	4	1	202	13	0	0	0	0	0	0	2	0	0	175	1	0	0	0	0	0	0	1	0	0	0	0	0	3	13
PPFIA4	ENSG00000143847	ENST00000414050	protein_coding	0	3	1	146	1	0	0	0	0	0	0	13	0	0	120	1	0	0	0	0	0	0	1	0	0	0	0	0	2	13
PPFIA4	ENSG00000143847	ENST00000447715	protein_coding	1	6	1	181	13	1	2	0	0	0	0	2	1	0	150	1	0	0	0	0	0	0	2	0	0	0	0	0	3	15
PPFIA4	ENSG00000143847	ENST00000486360	retained_intron	0	1	0	97	0	0	0	0	0	0	0	2	0	0	56	0	21	0	0	0	0	0	1	0	0	0	0	0	0	19
PPFIA4	ENSG00000143847	ENST00000594572	processed_transcript	0	0	0	38	0	0	0	0	0	0	0	11	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	22
